n,p,k,ph,rainfall,temperature,n_p_ratio,n_k_ratio,temp_rainfall,crop,split
20,60,20,6.0,288.3,25.46,0.32786885245901637,0.9523809523809523,7340.118,horsegram,train
80,40,20,5.6,98.98,34.92333333,1.951219512195122,3.8095238095238093,3456.7115330034,maize,train
150,60,90,5.1,2169.32,23.73636364,2.459016393442623,1.6483516483516483,51491.768371524806,potato,train
80,40,20,5.68,579.75,34.01,1.951219512195122,3.8095238095238093,19717.2975,maize,train
100,75,50,6.44,1111.68,28.64818182,1.3157894736842106,1.9607843137254901,31847.610765657602,banana,train
20,60,20,5.92,98.94,25.574,0.32786885245901637,0.9523809523809523,2530.29156,horsegram,train
120,40,20,5.68,1166.94,28.33333333,2.926829268292683,5.714285714285714,33063.2999961102,cotton,train
50,60,30,5.4,1037.32,28.08181818,0.819672131147541,1.6129032258064515,29129.831634477596,sunflower,train
50,40,20,4.94,70.598,18.92,1.2195121951219512,2.380952380952381,1335.71416,rapeseed,train
50,40,20,5.38,167.38,23.56,1.2195121951219512,2.380952380952381,3943.4727999999996,ragi,train
50,60,30,5.4,297.66,29.56666667,0.819672131147541,1.6129032258064515,8800.8140009922,sunflower,train
50,40,20,4.82,288.3,25.46,1.2195121951219512,2.380952380952381,7340.118,rapeseed,train
100,75,50,6.57,1050.245,18.77818182,1.3157894736842106,1.9607843137254901,19721.691565545898,banana,train
100,75,50,6.4,1037.32,28.08181818,1.3157894736842106,1.9607843137254901,29129.831634477596,banana,train
120,60,65,6.08,157.31,25.83333333,1.9672131147540983,1.8181818181818181,4063.8416661423,onion,train
120,40,20,5.6,1603.2375,22.89090909,2.926829268292683,5.714285714285714,36699.563862178875,cotton,train
20,40,20,5.68,510.05,33.37333333,0.4878048780487805,0.9523809523809523,17022.0686649665,moong,train
150,60,90,4.98,1151.02,28.03333333,2.459016393442623,1.6483516483516483,32266.9273294966,potato,train
100,75,50,6.36,1299.26,26.51818182,1.3157894736842106,1.9607843137254901,34454.012911453196,banana,train
10,20,20,6.36,1299.26,26.51818182,0.47619047619047616,0.47619047619047616,34454.012911453196,coriander,train
90,20,120,5.04,579.75,34.01,4.285714285714286,0.743801652892562,19717.2975,sweetpotato,train
50,10,60,5.5,293.36,14.7,4.545454545454546,0.819672131147541,4312.392,garlic,train
20,40,20,5.42,516.68,27.86666667,0.4878048780487805,0.9523809523809523,14398.1493350556,moong,train
90,20,120,4.96,2169.32,23.73636364,4.285714285714286,0.743801652892562,51491.768371524806,sweetpotato,train
20,60,20,5.52,1111.68,28.64818182,0.32786885245901637,0.9523809523809523,31847.610765657602,soyabean,train
50,40,20,5.5,607.48,26.36666667,1.2195121951219512,2.380952380952381,16017.2226686916,ragi,train
120,40,20,5.44,331.88,35.34666667,2.926829268292683,5.714285714285714,11730.851734439599,cotton,train
20,40,20,5.68,98.98,34.92333333,0.4878048780487805,0.9523809523809523,3456.7115330034,moong,train
70,40,45,5.54,70.598,18.92,1.7073170731707317,1.5217391304347827,1335.71416,barley,train
100,60,50,4.9,2169.32,23.73636364,1.639344262295082,1.9607843137254901,51491.768371524806,blackpepper,train
50,10,60,5.58,1111.68,28.64818182,4.545454545454546,0.819672131147541,31847.610765657602,garlic,train
80,10,40,6.52,1037.32,28.08181818,7.2727272727272725,1.951219512195122,29129.831634477596,ladyfinger,train
50,60,30,5.62,297.66,29.56666667,0.819672131147541,1.6129032258064515,8800.8140009922,sunflower,train
20,40,20,5.54,1145.22,28.5,0.4878048780487805,0.9523809523809523,32638.77,moong,train
50,40,20,5.34,98.94,25.574,1.2195121951219512,2.380952380952381,2530.29156,ragi,train
25,60,100,4.96,1501.98,25.81818182,0.4098360655737705,0.24752475247524752,38778.3927300036,turmeric,train
100,75,50,6.4,1603.2375,22.89090909,1.3157894736842106,1.9607843137254901,36699.563862178875,banana,train
80,40,20,5.64,98.94,25.574,1.951219512195122,3.8095238095238093,2530.29156,maize,train
80,40,40,5.4,182.5,29.2,1.951219512195122,1.951219512195122,5329.0,rice,train
100,40,90,6.16,714.68,26.45454545,2.4390243902439024,1.098901098901099,18906.534542205998,tomato,train
150,60,90,5.1,1110.78,25.66666667,2.459016393442623,1.6483516483516483,28510.0200037026,potato,train
80,40,40,5.38,1712.66,14.254999995,1.951219512195122,1.951219512195122,24413.9682914367,rice,train
80,40,20,5.32,884.5,27.65454545,1.951219512195122,3.8095238095238093,24460.445450525,maize,train
100,60,50,5.16,884.5,27.65454545,1.639344262295082,1.9607843137254901,24460.445450525,blackpepper,train
80,40,40,5.52,654.34,29.26666667,1.951219512195122,1.951219512195122,19150.3506688478,rice,train
150,60,90,4.98,167.38,23.56,2.459016393442623,1.6483516483516483,3943.4727999999996,potato,train
80,40,20,5.6,1110.78,25.66666667,1.951219512195122,3.8095238095238093,28510.0200037026,maize,train
50,50,50,6.16,942.8,28.99454545,0.9803921568627451,0.9803921568627451,27336.05745026,papaya,train
20,60,20,5.52,1246.715,22.6,0.32786885245901637,0.9523809523809523,28175.759,soyabean,train
20,40,20,5.36,127.68,20.8,0.4878048780487805,0.9523809523809523,2655.744,moong,train
80,40,20,5.4,75.32,22.676,1.951219512195122,3.8095238095238093,1707.9563199999998,maize,train
50,40,20,5.38,98.94,25.574,1.2195121951219512,2.380952380952381,2530.29156,ragi,train
80,40,40,5.36,34.81,34.66666667,1.951219512195122,1.951219512195122,1206.7466667827,rice,train
25,60,100,5.0,1299.26,26.51818182,0.4098360655737705,0.24752475247524752,34454.012911453196,turmeric,train
80,40,20,5.46,1712.66,14.254999995,1.951219512195122,3.8095238095238093,24413.9682914367,maize,train
80,40,20,5.58,297.66,29.56666667,1.951219512195122,3.8095238095238093,8800.8140009922,maize,train
40,60,20,5.18,127.68,20.8,0.6557377049180327,1.9047619047619047,2655.744,blackgram,train
20,60,20,6.12,1145.22,28.5,0.32786885245901637,0.9523809523809523,32638.77,horsegram,train
80,15,40,6.44,1111.68,28.64818182,5.0,1.951219512195122,31847.610765657602,brinjal,train
50,60,30,5.34,1111.68,28.64818182,0.819672131147541,1.6129032258064515,31847.610765657602,sunflower,train
20,60,20,5.82,199.2125,21.3,0.32786885245901637,0.9523809523809523,4243.226250000001,horsegram,train
50,40,20,5.62,98.94,25.574,1.2195121951219512,2.380952380952381,2530.29156,ragi,train
90,20,120,5.08,556.2,28.54545455,4.285714285714286,0.743801652892562,15876.98182071,sweetpotato,train
10,20,20,6.36,1426.3,26.73636364,0.47619047619047616,0.47619047619047616,38134.075459732,coriander,train
90,20,120,5.14,1426.3,26.73636364,4.285714285714286,0.743801652892562,38134.075459732,sweetpotato,train
70,40,45,5.48,73.47,23.562,1.7073170731707317,1.5217391304347827,1731.10014,barley,train
120,40,20,5.6,510.05,33.37333333,2.926829268292683,5.714285714285714,17022.0686649665,cotton,train
50,10,60,5.64,689.88,29.03727273,4.545454545454546,0.819672131147541,20032.2337109724,garlic,train
50,40,20,5.16,293.36,14.7,1.2195121951219512,2.380952380952381,4312.392,rapeseed,train
50,40,20,5.18,73.47,23.562,1.2195121951219512,2.380952380952381,1731.10014,rapeseed,train
80,40,40,5.58,70.11,25.6,1.951219512195122,1.951219512195122,1794.816,jowar,train
50,60,30,5.44,770.44,28.68,0.819672131147541,1.6129032258064515,22096.2192,sunflower,train
50,40,20,4.96,73.47,23.562,1.2195121951219512,2.380952380952381,1731.10014,rapeseed,train
120,40,20,5.44,770.44,28.68,2.926829268292683,5.714285714285714,22096.2192,cotton,train
20,60,20,5.86,152.54,22.28,0.32786885245901637,0.9523809523809523,3398.5912,horsegram,train
150,60,90,4.92,70.598,18.92,2.459016393442623,1.6483516483516483,1335.71416,potato,train
80,40,40,5.48,70.11,25.6,1.951219512195122,1.951219512195122,1794.816,jowar,train
120,60,65,6.1,98.94,25.574,1.9672131147540983,1.8181818181818181,2530.29156,onion,train
20,60,20,5.96,288.3,25.46,0.32786885245901637,0.9523809523809523,7340.118,horsegram,train
80,40,40,5.68,664.94,22.03333333,1.951219512195122,1.951219512195122,14650.844664450202,rice,train
20,40,20,5.64,182.5,29.2,0.4878048780487805,0.9523809523809523,5329.0,moong,train
20,40,20,5.36,770.44,28.68,0.4878048780487805,0.9523809523809523,22096.2192,moong,train
50,40,20,5.56,607.48,26.36666667,1.2195121951219512,2.380952380952381,16017.2226686916,ragi,train
20,40,20,5.46,169.82,14.6,0.4878048780487805,0.9523809523809523,2479.372,moong,train
80,40,40,5.42,122.42,18.58,1.951219512195122,1.951219512195122,2274.5636,rice,train
25,60,100,4.86,1501.98,25.81818182,0.4098360655737705,0.24752475247524752,38778.3927300036,turmeric,train
80,40,40,5.32,790.98,30.61666667,1.951219512195122,1.951219512195122,24217.1710026366,rice,train
20,10,10,4.57,1111.68,28.64818182,1.8181818181818181,1.8181818181818181,31847.610765657602,orange,train
80,40,40,5.4,1712.66,14.254999995,1.951219512195122,1.951219512195122,24413.9682914367,rice,train
80,40,20,5.34,167.38,23.56,1.951219512195122,3.8095238095238093,3943.4727999999996,maize,train
80,70,50,6.57,1111.68,28.64818182,1.1267605633802817,1.5686274509803921,31847.610765657602,cauliflower,train
20,40,20,5.46,1166.94,28.33333333,0.4878048780487805,0.9523809523809523,33063.2999961102,moong,train
120,60,65,5.88,1089.6,20.70909091,1.9672131147540983,1.8181818181818181,22564.625455536,onion,train
20,40,20,5.64,75.32,22.676,0.4878048780487805,0.9523809523809523,1707.9563199999998,moong,train
20,40,20,5.42,411.52,34.73,0.4878048780487805,0.9523809523809523,14292.089599999998,moong,train
80,40,40,5.62,87.2,23.106,1.951219512195122,1.951219512195122,2014.8432000000003,rice,train
80,40,40,5.46,411.52,34.73,1.951219512195122,1.951219512195122,14292.089599999998,rice,train
20,60,20,6.12,840.46,33.58333333,0.32786885245901637,0.9523809523809523,28225.448330531803,horsegram,train
20,60,20,5.94,1011.49,30.43,0.32786885245901637,0.9523809523809523,30779.6407,horsegram,train
10,20,20,6.57,1111.68,28.64818182,0.47619047619047616,0.47619047619047616,31847.610765657602,coriander,train
50,40,20,4.9,87.2,23.106,1.2195121951219512,2.380952380952381,2014.8432000000003,rapeseed,train
120,60,65,6.06,199.2125,21.3,1.9672131147540983,1.8181818181818181,4243.226250000001,onion,train
150,60,90,4.84,1111.68,28.64818182,2.459016393442623,1.6483516483516483,31847.610765657602,potato,train
120,40,20,5.42,423.745,22.07,2.926829268292683,5.714285714285714,9352.05215,cotton,train
100,75,50,6.34,884.5,27.65454545,1.3157894736842106,1.9607843137254901,24460.445450525,banana,train
70,40,45,5.42,73.47,23.562,1.7073170731707317,1.5217391304347827,1731.10014,barley,train
150,60,90,5.04,1037.32,28.08181818,2.459016393442623,1.6483516483516483,29129.831634477596,potato,train
50,40,20,5.12,167.38,23.56,1.2195121951219512,2.380952380952381,3943.4727999999996,rapeseed,train
70,40,45,5.54,73.47,23.562,1.7073170731707317,1.5217391304347827,1731.10014,barley,train
80,40,40,5.38,73.47,23.562,1.951219512195122,1.951219512195122,1731.10014,jowar,train
120,40,20,5.66,297.66,29.56666667,2.926829268292683,5.714285714285714,8800.8140009922,cotton,train
50,40,20,5.02,94.02,22.38,1.2195121951219512,2.380952380952381,2104.1675999999998,rapeseed,train
50,60,30,5.36,1246.715,22.6,0.819672131147541,1.6129032258064515,28175.759,sunflower,train
90,20,120,5.08,2169.32,23.73636364,4.285714285714286,0.743801652892562,51491.768371524806,sweetpotato,train
80,40,40,5.62,98.98,34.92333333,1.951219512195122,1.951219512195122,3456.7115330034,rice,train
50,40,20,4.82,293.36,14.7,1.2195121951219512,2.380952380952381,4312.392,rapeseed,train
150,60,90,4.92,1350.025,26.01818182,2.459016393442623,1.6483516483516483,35125.1959115455,potato,train
80,40,20,5.46,1246.715,22.6,1.951219512195122,3.8095238095238093,28175.759,maize,train
80,40,20,5.64,152.54,22.28,1.951219512195122,3.8095238095238093,3398.5912,maize,train
80,40,20,5.54,510.05,33.37333333,1.951219512195122,3.8095238095238093,17022.0686649665,maize,train
80,40,40,5.66,411.52,34.73,1.951219512195122,1.951219512195122,14292.089599999998,rice,train
80,40,40,5.48,113.7,30.26666667,1.951219512195122,1.951219512195122,3441.320000379,rice,train
80,40,20,5.6,510.05,33.37333333,1.951219512195122,3.8095238095238093,17022.0686649665,maize,train
60,30,30,6.57,1111.68,28.64818182,1.935483870967742,1.935483870967742,31847.610765657602,wheat,train
80,40,20,5.56,664.94,22.03333333,1.951219512195122,3.8095238095238093,14650.844664450202,maize,train
20,40,20,5.32,1246.715,22.6,0.4878048780487805,0.9523809523809523,28175.759,moong,train
50,40,20,5.1,87.2,23.106,1.2195121951219512,2.380952380952381,2014.8432000000003,rapeseed,train
25,60,100,4.82,1145.22,28.5,0.4098360655737705,0.24752475247524752,32638.77,turmeric,train
80,40,40,5.54,113.7,30.26666667,1.951219512195122,1.951219512195122,3441.320000379,rice,train
80,40,20,5.62,85.24316,21.482,1.951219512195122,3.8095238095238093,1831.19356312,maize,train
80,40,20,5.58,1011.49,30.43,1.951219512195122,3.8095238095238093,30779.6407,maize,train
70,40,45,5.44,152.54,22.28,1.7073170731707317,1.5217391304347827,3398.5912,barley,train
25,60,100,5.06,884.5,27.65454545,0.4098360655737705,0.24752475247524752,24460.445450525,turmeric,train
50,40,20,4.92,122.42,18.58,1.2195121951219512,2.380952380952381,2274.5636,rapeseed,train
70,40,45,5.62,240.1,14.254999995,1.7073170731707317,1.5217391304347827,3422.6254987995,barley,train
20,60,20,6.06,1110.78,25.66666667,0.32786885245901637,0.9523809523809523,28510.0200037026,horsegram,train
20,60,20,5.84,98.94,25.574,0.32786885245901637,0.9523809523809523,2530.29156,horsegram,train
80,40,20,5.42,75.32,22.676,1.951219512195122,3.8095238095238093,1707.9563199999998,maize,train
80,40,40,5.56,884.5,27.65454545,1.951219512195122,1.951219512195122,24460.445450525,jowar,train
70,40,45,5.6,169.82,14.6,1.7073170731707317,1.5217391304347827,2479.372,barley,train
90,20,120,5.06,1145.22,28.5,4.285714285714286,0.743801652892562,32638.77,sweetpotato,train
50,40,20,4.92,40.023,23.14,1.2195121951219512,2.380952380952381,926.1322200000001,rapeseed,train
80,40,20,5.58,1166.94,28.33333333,1.951219512195122,3.8095238095238093,33063.2999961102,maize,train
60,30,30,6.57,293.36,14.7,1.935483870967742,1.935483870967742,4312.392,wheat,train
120,40,20,5.46,607.48,26.36666667,2.926829268292683,5.714285714285714,16017.2226686916,cotton,train
70,40,45,5.64,87.2,23.106,1.7073170731707317,1.5217391304347827,2014.8432000000003,barley,train
20,40,20,5.32,113.7,30.26666667,0.4878048780487805,0.9523809523809523,3441.320000379,moong,train
100,40,90,6.08,884.5,27.65454545,2.4390243902439024,1.098901098901099,24460.445450525,tomato,train
50,10,60,5.38,1299.26,26.51818182,4.545454545454546,0.819672131147541,34454.012911453196,garlic,train
70,40,45,5.52,73.47,23.562,1.7073170731707317,1.5217391304347827,1731.10014,barley,train
20,60,20,5.84,288.3,25.46,0.32786885245901637,0.9523809523809523,7340.118,horsegram,train
80,40,40,5.4,98.94,25.574,1.951219512195122,1.951219512195122,2530.29156,jowar,train
60,30,30,6.57,145.76,21.66,1.935483870967742,1.935483870967742,3157.1616,wheat,train
20,40,20,5.34,199.2125,21.3,0.4878048780487805,0.9523809523809523,4243.226250000001,moong,train
50,60,30,5.6,1011.49,30.43,0.819672131147541,1.6129032258064515,30779.6407,sunflower,train
50,40,20,5.54,199.2125,21.3,1.2195121951219512,2.380952380952381,4243.226250000001,ragi,train
150,60,90,5.16,2528.13,14.254999995,2.459016393442623,1.6483516483516483,36038.49313735935,potato,train
20,40,20,5.64,127.68,20.8,0.4878048780487805,0.9523809523809523,2655.744,moong,train
80,40,40,5.38,516.68,27.86666667,1.951219512195122,1.951219512195122,14398.1493350556,rice,train
60,30,30,6.57,94.02,22.38,1.935483870967742,1.935483870967742,2104.1675999999998,wheat,train
60,30,30,6.11,199.2125,21.3,1.935483870967742,1.935483870967742,4243.226250000001,wheat,train
150,60,90,5.06,207.55,26.43333333,2.459016393442623,1.6483516483516483,5486.2383326415,potato,train
20,60,20,5.4,1110.78,25.66666667,0.32786885245901637,0.9523809523809523,28510.0200037026,soyabean,train
120,40,20,5.5,579.75,34.01,2.926829268292683,5.714285714285714,19717.2975,cotton,train
25,60,100,4.96,1050.245,18.77818182,0.4098360655737705,0.24752475247524752,19721.691565545898,turmeric,train
20,60,20,6.16,1151.02,28.03333333,0.32786885245901637,0.9523809523809523,32266.9273294966,horsegram,train
80,40,20,5.42,840.46,33.58333333,1.951219512195122,3.8095238095238093,28225.448330531803,maize,train
80,40,20,5.5,1220.22,27.26666667,1.951219512195122,3.8095238095238093,33271.3320040674,maize,train
70,40,45,5.6,19.38,22.766,1.7073170731707317,1.5217391304347827,441.20507999999995,barley,train
50,10,60,5.34,556.2,28.54545455,4.545454545454546,0.819672131147541,15876.98182071,garlic,train
20,40,20,5.68,94.02,22.38,0.4878048780487805,0.9523809523809523,2104.1675999999998,moong,train
120,40,20,5.48,790.98,30.61666667,2.926829268292683,5.714285714285714,24217.1710026366,cotton,train
50,40,20,4.98,94.02,22.38,1.2195121951219512,2.380952380952381,2104.1675999999998,rapeseed,train
20,60,20,5.82,1166.94,28.33333333,0.32786885245901637,0.9523809523809523,33063.2999961102,horsegram,train
150,60,90,4.82,169.82,14.6,2.459016393442623,1.6483516483516483,2479.372,potato,train
80,40,20,5.42,157.31,25.83333333,1.951219512195122,3.8095238095238093,4063.8416661423,maize,train
80,40,40,5.46,235.4251,26.64666667,1.951219512195122,1.951219512195122,6273.294165451416,rice,train
120,60,65,6.02,1603.2375,22.89090909,1.9672131147540983,1.8181818181818181,36699.563862178875,onion,train
80,40,40,5.44,73.47,23.562,1.951219512195122,1.951219512195122,1731.10014,jowar,train
20,20,30,5.14,714.68,26.45454545,0.9523809523809523,0.6451612903225806,18906.534542205998,mango,train
80,40,20,5.54,1011.49,30.43,1.951219512195122,3.8095238095238093,30779.6407,maize,train
80,40,40,5.32,702.459,27.23333333,1.951219512195122,1.951219512195122,19130.30009765847,rice,train
150,40,120,6.52,2169.32,23.73636364,3.658536585365854,1.2396694214876034,51491.768371524806,pineapple,train
50,40,20,5.48,98.94,25.574,1.2195121951219512,2.380952380952381,2530.29156,ragi,train
80,40,20,5.34,664.94,22.03333333,1.951219512195122,3.8095238095238093,14650.844664450202,maize,train
120,60,65,6.18,884.5,27.65454545,1.9672131147540983,1.8181818181818181,24460.445450525,onion,train
50,40,20,4.82,167.38,23.56,1.2195121951219512,2.380952380952381,3943.4727999999996,rapeseed,train
80,40,20,5.64,884.5,27.65454545,1.951219512195122,3.8095238095238093,24460.445450525,maize,train
150,60,90,4.94,689.88,29.03727273,2.459016393442623,1.6483516483516483,20032.2337109724,potato,train
25,60,100,4.92,1501.98,25.81818182,0.4098360655737705,0.24752475247524752,38778.3927300036,turmeric,train
90,20,120,5.02,421.14,28.50727273,4.285714285714286,0.743801652892562,12005.5528375122,sweetpotato,train
50,60,30,5.32,770.44,28.68,0.819672131147541,1.6129032258064515,22096.2192,sunflower,train
50,40,20,5.08,73.47,23.562,1.2195121951219512,2.380952380952381,1731.10014,rapeseed,train
120,40,20,5.34,579.75,34.01,2.926829268292683,5.714285714285714,19717.2975,cotton,train
20,40,20,5.46,1151.02,28.03333333,0.4878048780487805,0.9523809523809523,32266.9273294966,moong,train
20,40,20,5.62,167.38,23.56,0.4878048780487805,0.9523809523809523,3943.4727999999996,moong,train
70,40,45,5.54,152.54,22.28,1.7073170731707317,1.5217391304347827,3398.5912,barley,train
80,40,40,5.64,182.5,29.2,1.951219512195122,1.951219512195122,5329.0,rice,train
50,40,20,5.34,1026.64,29.18636364,1.2195121951219512,2.380952380952381,29963.888367369604,ragi,train
50,40,20,5.42,790.98,30.61666667,1.2195121951219512,2.380952380952381,24217.1710026366,ragi,train
90,20,120,5.0,423.745,22.07,4.285714285714286,0.743801652892562,9352.05215,sweetpotato,train
50,60,30,5.64,87.2,23.106,0.819672131147541,1.6129032258064515,2014.8432000000003,sunflower,train
20,40,20,5.32,1220.22,27.26666667,0.4878048780487805,0.9523809523809523,33271.3320040674,moong,train
150,60,90,4.82,75.32,22.676,2.459016393442623,1.6483516483516483,1707.9563199999998,potato,train
10,20,20,6.32,75.32,22.676,0.47619047619047616,0.47619047619047616,1707.9563199999998,coriander,train
150,60,90,5.0,1050.245,18.77818182,2.459016393442623,1.6483516483516483,19721.691565545898,potato,train
50,40,20,5.48,297.66,29.56666667,1.2195121951219512,2.380952380952381,8800.8140009922,ragi,train
20,40,20,5.4,1145.22,28.5,0.4878048780487805,0.9523809523809523,32638.77,moong,train
50,60,30,5.66,1111.68,28.64818182,0.819672131147541,1.6129032258064515,31847.610765657602,sunflower,train
120,60,65,6.1,1411.78,19.94545455,1.9672131147540983,1.8181818181818181,28158.593824599,onion,train
20,40,20,5.5,770.44,28.68,0.4878048780487805,0.9523809523809523,22096.2192,moong,train
120,40,20,5.62,199.2125,21.3,2.926829268292683,5.714285714285714,4243.226250000001,cotton,train
120,40,20,5.42,297.66,29.56666667,2.926829268292683,5.714285714285714,8800.8140009922,cotton,train
80,40,40,5.52,1111.68,28.64818182,1.951219512195122,1.951219512195122,31847.610765657602,rice,train
20,20,30,5.08,1111.68,28.64818182,0.9523809523809523,0.6451612903225806,31847.610765657602,mango,train
80,40,20,5.5,37.09,27.96666667,1.951219512195122,3.8095238095238093,1037.2836667903,maize,train
20,60,20,5.42,207.55,26.43333333,0.32786885245901637,0.9523809523809523,5486.2383326415,soyabean,train
20,40,20,5.32,288.3,25.46,0.4878048780487805,0.9523809523809523,7340.118,moong,train
150,60,90,4.82,1026.64,29.18636364,2.459016393442623,1.6483516483516483,29963.888367369604,potato,train
10,20,20,6.32,1299.26,26.51818182,0.47619047619047616,0.47619047619047616,34454.012911453196,coriander,train
80,40,40,5.52,288.3,25.46,1.951219512195122,1.951219512195122,7340.118,jowar,train
80,40,40,5.56,73.47,23.562,1.951219512195122,1.951219512195122,1731.10014,jowar,train
120,40,20,5.54,790.98,30.61666667,2.926829268292683,5.714285714285714,24217.1710026366,cotton,train
50,40,20,5.06,127.68,20.8,1.2195121951219512,2.380952380952381,2655.744,rapeseed,train
25,60,100,4.9,2528.13,14.254999995,0.4098360655737705,0.24752475247524752,36038.49313735935,turmeric,train
70,40,45,5.62,169.82,14.6,1.7073170731707317,1.5217391304347827,2479.372,barley,train
90,20,120,5.0,1426.3,26.73636364,4.285714285714286,0.743801652892562,38134.075459732,sweetpotato,train
25,60,100,5.04,2528.13,27.90909091,0.4098360655737705,0.24752475247524752,70557.8100022983,turmeric,train
50,10,60,5.42,1089.6,20.70909091,4.545454545454546,0.819672131147541,22564.625455536,garlic,train
50,60,30,5.46,162.72,29.4,0.819672131147541,1.6129032258064515,4783.968,sunflower,train
75,40,50,5.04,2528.13,27.90909091,1.829268292682927,1.4705882352941178,70557.8100022983,jackfruit,train
20,60,20,5.46,1110.78,25.66666667,0.32786885245901637,0.9523809523809523,28510.0200037026,soyabean,train
20,40,20,5.46,182.5,29.2,0.4878048780487805,0.9523809523809523,5329.0,moong,train
50,40,20,5.14,94.02,22.38,1.2195121951219512,2.380952380952381,2104.1675999999998,rapeseed,train
150,60,90,4.9,1350.025,26.01818182,2.459016393442623,1.6483516483516483,35125.1959115455,potato,train
90,20,120,4.86,1299.26,26.51818182,4.285714285714286,0.743801652892562,34454.012911453196,sweetpotato,train
80,40,40,5.42,73.47,23.562,1.951219512195122,1.951219512195122,1731.10014,jowar,train
50,40,20,5.34,167.38,23.56,1.2195121951219512,2.380952380952381,3943.4727999999996,ragi,train
150,60,90,5.14,94.02,22.38,2.459016393442623,1.6483516483516483,2104.1675999999998,potato,train
80,40,20,5.66,1110.78,25.66666667,1.951219512195122,3.8095238095238093,28510.0200037026,maize,train
50,10,60,5.64,1166.94,28.33333333,4.545454545454546,0.819672131147541,33063.2999961102,garlic,train
20,60,20,5.92,1110.78,25.66666667,0.32786885245901637,0.9523809523809523,28510.0200037026,horsegram,train
50,60,30,5.4,34.81,34.66666667,0.819672131147541,1.6129032258064515,1206.7466667827,sunflower,train
10,20,20,6.57,556.2,28.54545455,0.47619047619047616,0.47619047619047616,15876.98182071,coriander,train
20,60,20,5.96,654.34,29.26666667,0.32786885245901637,0.9523809523809523,19150.3506688478,horsegram,train
20,40,20,5.54,288.3,25.46,0.4878048780487805,0.9523809523809523,7340.118,moong,train
100,40,90,5.94,1111.68,28.64818182,2.4390243902439024,1.098901098901099,31847.610765657602,tomato,train
80,40,20,5.68,840.46,33.58333333,1.951219512195122,3.8095238095238093,28225.448330531803,maize,train
80,40,40,5.5,516.68,27.86666667,1.951219512195122,1.951219512195122,14398.1493350556,rice,train
150,60,90,4.94,1603.2375,22.89090909,2.459016393442623,1.6483516483516483,36699.563862178875,potato,train
100,60,50,5.18,1603.2375,22.89090909,1.639344262295082,1.9607843137254901,36699.563862178875,blackpepper,train
80,10,40,6.42,1111.68,28.64818182,7.2727272727272725,1.951219512195122,31847.610765657602,ladyfinger,train
50,40,20,4.96,293.36,14.7,1.2195121951219512,2.380952380952381,4312.392,rapeseed,train
80,40,20,5.34,840.46,33.58333333,1.951219512195122,3.8095238095238093,28225.448330531803,maize,train
20,60,20,5.86,1151.02,28.03333333,0.32786885245901637,0.9523809523809523,32266.9273294966,horsegram,train
90,20,120,5.02,1050.245,18.77818182,4.285714285714286,0.743801652892562,19721.691565545898,sweetpotato,train
10,20,20,6.57,1037.32,28.08181818,0.47619047619047616,0.47619047619047616,29129.831634477596,coriander,train
60,30,30,6.57,140.52,14.254999995,1.935483870967742,1.935483870967742,2003.1125992974003,wheat,train
20,40,20,5.52,1151.02,28.03333333,0.4878048780487805,0.9523809523809523,32266.9273294966,moong,train
50,60,30,5.44,1246.715,22.6,0.819672131147541,1.6129032258064515,28175.759,sunflower,train
50,60,30,5.44,34.81,34.66666667,0.819672131147541,1.6129032258064515,1206.7466667827,sunflower,train
80,40,20,5.54,664.94,22.03333333,1.951219512195122,3.8095238095238093,14650.844664450202,maize,train
50,40,20,5.68,884.5,27.65454545,1.2195121951219512,2.380952380952381,24460.445450525,ragi,train
120,60,65,6.1,689.88,29.03727273,1.9672131147540983,1.8181818181818181,20032.2337109724,onion,train
150,60,90,4.98,884.5,27.65454545,2.459016393442623,1.6483516483516483,24460.445450525,potato,train
80,70,50,6.32,884.5,27.65454545,1.1267605633802817,1.5686274509803921,24460.445450525,cauliflower,train
150,40,120,6.42,1050.245,18.77818182,3.658536585365854,1.2396694214876034,19721.691565545898,pineapple,train
70,40,45,5.5,19.38,22.766,1.7073170731707317,1.5217391304347827,441.20507999999995,barley,train
150,60,90,5.14,1111.68,28.64818182,2.459016393442623,1.6483516483516483,31847.610765657602,potato,train
50,60,30,5.56,70.598,18.92,0.819672131147541,1.6129032258064515,1335.71416,sunflower,train
10,20,20,6.32,689.88,29.03727273,0.47619047619047616,0.47619047619047616,20032.2337109724,coriander,train
50,40,20,5.44,1011.49,30.43,1.2195121951219512,2.380952380952381,30779.6407,ragi,train
80,40,20,5.46,607.48,26.36666667,1.951219512195122,3.8095238095238093,16017.2226686916,maize,train
80,40,40,5.44,152.54,22.28,1.951219512195122,1.951219512195122,3398.5912,rice,train
10,20,20,6.46,75.32,22.676,0.47619047619047616,0.47619047619047616,1707.9563199999998,coriander,train
20,20,30,4.92,421.14,28.50727273,0.9523809523809523,0.6451612903225806,12005.5528375122,mango,train
20,60,20,5.54,1166.94,28.33333333,0.32786885245901637,0.9523809523809523,33063.2999961102,soyabean,train
20,40,20,5.4,288.3,25.46,0.4878048780487805,0.9523809523809523,7340.118,moong,train
20,60,20,6.08,664.94,22.03333333,0.32786885245901637,0.9523809523809523,14650.844664450202,horsegram,train
